data_source,event_id,session_id,participant_id,occurred_at,event_name,funnel_step,event_value
synthetic_course_demo,EV0026,S0006,P038,2026-08-09T18:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0027,S0006,P038,2026-08-09T18:10:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0028,S0006,P038,2026-08-09T18:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0029,S0006,P038,2026-08-09T18:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0030,S0006,P038,2026-08-09T18:10:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0031,S0007,P017,2026-08-10T14:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0032,S0007,P017,2026-08-10T14:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0033,S0007,P017,2026-08-10T14:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0034,S0007,P017,2026-08-10T14:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0035,S0007,P017,2026-08-10T14:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0036,S0007,P017,2026-08-10T14:50:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0037,S0008,P034,2026-08-11T12:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0038,S0008,P034,2026-08-11T12:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0039,S0008,P034,2026-08-11T12:50:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0040,S0008,P034,2026-08-11T12:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0041,S0008,P034,2026-08-11T12:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0042,S0008,P034,2026-08-11T12:50:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0043,S0009,P032,2026-08-12T11:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0044,S0009,P032,2026-08-12T11:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0045,S0009,P032,2026-08-12T11:50:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0046,S0009,P032,2026-08-12T11:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0047,S0009,P032,2026-08-12T11:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0048,S0009,P032,2026-08-12T11:50:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0049,S0010,P024,2026-08-13T09:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0050,S0010,P024,2026-08-13T09:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0051,S0010,P024,2026-08-13T09:20:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0052,S0011,P039,2026-08-04T14:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0053,S0011,P039,2026-08-04T14:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0054,S0011,P039,2026-08-04T14:00:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0055,S0012,P031,2026-08-05T09:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0056,S0012,P031,2026-08-05T09:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0057,S0012,P031,2026-08-05T09:50:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0058,S0012,P031,2026-08-05T09:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0059,S0012,P031,2026-08-05T09:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0060,S0013,P023,2026-08-06T10:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0061,S0013,P023,2026-08-06T10:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0062,S0013,P023,2026-08-06T10:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0063,S0014,P018,2026-08-07T17:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0064,S0014,P018,2026-08-07T17:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0065,S0014,P018,2026-08-07T17:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0066,S0014,P018,2026-08-07T17:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0067,S0015,P013,2026-08-08T11:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0068,S0015,P013,2026-08-08T11:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0069,S0015,P013,2026-08-08T11:50:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0070,S0016,P002,2026-08-09T16:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0071,S0016,P002,2026-08-09T16:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0072,S0016,P002,2026-08-09T16:20:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0073,S0017,P037,2026-08-10T09:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0074,S0017,P037,2026-08-10T09:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0075,S0017,P037,2026-08-10T09:30:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0076,S0017,P037,2026-08-10T09:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0077,S0018,P040,2026-08-11T16:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0078,S0018,P040,2026-08-11T16:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0079,S0018,P040,2026-08-11T16:00:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0080,S0019,P017,2026-08-12T15:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0081,S0019,P017,2026-08-12T15:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0082,S0019,P017,2026-08-12T15:50:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0083,S0020,P021,2026-08-13T18:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0084,S0020,P021,2026-08-13T18:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0085,S0020,P021,2026-08-13T18:40:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0086,S0020,P021,2026-08-13T18:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0087,S0020,P021,2026-08-13T18:40:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0088,S0021,P040,2026-08-04T13:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0089,S0021,P040,2026-08-04T13:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0090,S0021,P040,2026-08-04T13:40:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0091,S0021,P040,2026-08-04T13:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0092,S0021,P040,2026-08-04T13:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0093,S0022,P030,2026-08-05T11:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0094,S0022,P030,2026-08-05T11:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0095,S0022,P030,2026-08-05T11:20:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0096,S0023,P015,2026-08-06T18:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0097,S0023,P015,2026-08-06T18:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0098,S0023,P015,2026-08-06T18:10:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0099,S0023,P015,2026-08-06T18:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0100,S0023,P015,2026-08-06T18:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0101,S0023,P015,2026-08-06T18:10:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0102,S0024,P026,2026-08-07T17:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0103,S0024,P026,2026-08-07T17:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0104,S0024,P026,2026-08-07T17:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0105,S0025,P007,2026-08-08T13:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0106,S0025,P007,2026-08-08T13:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0107,S0025,P007,2026-08-08T13:30:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0108,S0025,P007,2026-08-08T13:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0109,S0025,P007,2026-08-08T13:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0110,S0025,P007,2026-08-08T13:30:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0111,S0026,P039,2026-08-09T12:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0112,S0026,P039,2026-08-09T12:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0113,S0026,P039,2026-08-09T12:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0114,S0026,P039,2026-08-09T12:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0115,S0026,P039,2026-08-09T12:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0116,S0026,P039,2026-08-09T12:40:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0117,S0027,P033,2026-08-10T20:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0118,S0027,P033,2026-08-10T20:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0119,S0027,P033,2026-08-10T20:20:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0120,S0027,P033,2026-08-10T20:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0121,S0027,P033,2026-08-10T20:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0122,S0027,P033,2026-08-10T20:20:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0123,S0028,P040,2026-08-11T12:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0124,S0028,P040,2026-08-11T12:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0125,S0028,P040,2026-08-11T12:30:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0126,S0029,P015,2026-08-12T13:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0127,S0029,P015,2026-08-12T13:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0128,S0029,P015,2026-08-12T13:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0129,S0029,P015,2026-08-12T13:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0130,S0030,P022,2026-08-13T14:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0131,S0030,P022,2026-08-13T14:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0132,S0030,P022,2026-08-13T14:10:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0133,S0030,P022,2026-08-13T14:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0134,S0031,P040,2026-08-04T14:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0135,S0031,P040,2026-08-04T14:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0136,S0031,P040,2026-08-04T14:30:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0137,S0032,P010,2026-08-05T13:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0138,S0032,P010,2026-08-05T13:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0139,S0032,P010,2026-08-05T13:40:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0140,S0032,P010,2026-08-05T13:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0141,S0032,P010,2026-08-05T13:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0142,S0032,P010,2026-08-05T13:40:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0143,S0033,P040,2026-08-06T14:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0144,S0033,P040,2026-08-06T14:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0145,S0033,P040,2026-08-06T14:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0146,S0033,P040,2026-08-06T14:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0147,S0033,P040,2026-08-06T14:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0148,S0033,P040,2026-08-06T14:20:00+09:00,feedback_submit,6,2
synthetic_course_demo,EV0149,S0034,P035,2026-08-07T11:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0150,S0034,P035,2026-08-07T11:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0151,S0034,P035,2026-08-07T11:00:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0152,S0034,P035,2026-08-07T11:00:00+09:00,routine_start,4,
synthetic_course_demo,EV0153,S0035,P012,2026-08-08T16:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0154,S0035,P012,2026-08-08T16:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0155,S0035,P012,2026-08-08T16:30:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0156,S0035,P012,2026-08-08T16:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0157,S0035,P012,2026-08-08T16:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0158,S0035,P012,2026-08-08T16:30:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0159,S0036,P003,2026-08-09T09:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0160,S0036,P003,2026-08-09T09:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0161,S0036,P003,2026-08-09T09:30:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0162,S0036,P003,2026-08-09T09:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0163,S0036,P003,2026-08-09T09:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0164,S0036,P003,2026-08-09T09:30:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0165,S0037,P021,2026-08-10T14:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0166,S0037,P021,2026-08-10T14:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0167,S0037,P021,2026-08-10T14:00:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0168,S0038,P030,2026-08-11T14:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0169,S0038,P030,2026-08-11T14:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0170,S0038,P030,2026-08-11T14:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0171,S0038,P030,2026-08-11T14:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0172,S0038,P030,2026-08-11T14:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0173,S0039,P020,2026-08-12T18:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0174,S0039,P020,2026-08-12T18:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0175,S0039,P020,2026-08-12T18:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0176,S0039,P020,2026-08-12T18:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0177,S0039,P020,2026-08-12T18:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0178,S0039,P020,2026-08-12T18:20:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0179,S0040,P016,2026-08-13T14:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0180,S0040,P016,2026-08-13T14:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0181,S0040,P016,2026-08-13T14:50:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0182,S0040,P016,2026-08-13T14:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0183,S0040,P016,2026-08-13T14:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0184,S0040,P016,2026-08-13T14:50:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0185,S0041,P011,2026-08-04T12:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0186,S0041,P011,2026-08-04T12:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0187,S0041,P011,2026-08-04T12:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0188,S0041,P011,2026-08-04T12:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0189,S0041,P011,2026-08-04T12:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0190,S0041,P011,2026-08-04T12:50:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0191,S0042,P028,2026-08-05T18:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0192,S0042,P028,2026-08-05T18:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0193,S0042,P028,2026-08-05T18:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0194,S0042,P028,2026-08-05T18:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0195,S0042,P028,2026-08-05T18:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0196,S0042,P028,2026-08-05T18:40:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0197,S0043,P035,2026-08-06T13:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0198,S0043,P035,2026-08-06T13:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0199,S0043,P035,2026-08-06T13:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0200,S0043,P035,2026-08-06T13:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0201,S0044,P001,2026-08-07T10:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0202,S0044,P001,2026-08-07T10:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0203,S0044,P001,2026-08-07T10:00:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0204,S0044,P001,2026-08-07T10:00:00+09:00,routine_start,4,
synthetic_course_demo,EV0205,S0044,P001,2026-08-07T10:00:00+09:00,routine_complete,5,
synthetic_course_demo,EV0206,S0045,P033,2026-08-08T13:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0207,S0045,P033,2026-08-08T13:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0208,S0045,P033,2026-08-08T13:10:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0209,S0046,P014,2026-08-09T11:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0210,S0046,P014,2026-08-09T11:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0211,S0046,P014,2026-08-09T11:40:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0212,S0046,P014,2026-08-09T11:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0213,S0046,P014,2026-08-09T11:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0214,S0046,P014,2026-08-09T11:40:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0215,S0047,P004,2026-08-10T20:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0216,S0047,P004,2026-08-10T20:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0217,S0047,P004,2026-08-10T20:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0218,S0047,P004,2026-08-10T20:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0219,S0047,P004,2026-08-10T20:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0220,S0047,P004,2026-08-10T20:10:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0221,S0048,P030,2026-08-11T17:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0222,S0048,P030,2026-08-11T17:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0223,S0048,P030,2026-08-11T17:10:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0224,S0049,P037,2026-08-12T20:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0225,S0049,P037,2026-08-12T20:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0226,S0049,P037,2026-08-12T20:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0227,S0049,P037,2026-08-12T20:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0228,S0049,P037,2026-08-12T20:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0229,S0049,P037,2026-08-12T20:50:00+09:00,feedback_submit,6,2
synthetic_course_demo,EV0230,S0050,P036,2026-08-13T18:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0231,S0050,P036,2026-08-13T18:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0232,S0050,P036,2026-08-13T18:30:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0233,S0051,P036,2026-08-04T12:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0234,S0051,P036,2026-08-04T12:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0235,S0051,P036,2026-08-04T12:50:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0236,S0051,P036,2026-08-04T12:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0237,S0051,P036,2026-08-04T12:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0238,S0052,P039,2026-08-05T16:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0239,S0052,P039,2026-08-05T16:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0240,S0052,P039,2026-08-05T16:10:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0241,S0052,P039,2026-08-05T16:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0242,S0052,P039,2026-08-05T16:10:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0243,S0053,P040,2026-08-06T18:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0244,S0053,P040,2026-08-06T18:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0245,S0053,P040,2026-08-06T18:00:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0246,S0053,P040,2026-08-06T18:00:00+09:00,routine_start,4,
synthetic_course_demo,EV0247,S0053,P040,2026-08-06T18:00:00+09:00,routine_complete,5,
synthetic_course_demo,EV0248,S0054,P029,2026-08-07T17:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0249,S0054,P029,2026-08-07T17:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0250,S0054,P029,2026-08-07T17:20:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0251,S0054,P029,2026-08-07T17:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0252,S0054,P029,2026-08-07T17:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0253,S0054,P029,2026-08-07T17:20:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0254,S0055,P035,2026-08-08T10:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0255,S0055,P035,2026-08-08T10:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0256,S0055,P035,2026-08-08T10:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0257,S0055,P035,2026-08-08T10:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0258,S0055,P035,2026-08-08T10:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0259,S0056,P005,2026-08-09T14:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0260,S0056,P005,2026-08-09T14:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0261,S0056,P005,2026-08-09T14:00:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0262,S0056,P005,2026-08-09T14:00:00+09:00,routine_start,4,
synthetic_course_demo,EV0263,S0056,P005,2026-08-09T14:00:00+09:00,routine_complete,5,
synthetic_course_demo,EV0264,S0057,P025,2026-08-10T09:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0265,S0057,P025,2026-08-10T09:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0266,S0057,P025,2026-08-10T09:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0267,S0057,P025,2026-08-10T09:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0268,S0057,P025,2026-08-10T09:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0269,S0057,P025,2026-08-10T09:40:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0270,S0058,P028,2026-08-11T20:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0271,S0058,P028,2026-08-11T20:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0272,S0058,P028,2026-08-11T20:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0273,S0059,P013,2026-08-12T17:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0274,S0059,P013,2026-08-12T17:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0275,S0059,P013,2026-08-12T17:10:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0276,S0059,P013,2026-08-12T17:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0277,S0060,P022,2026-08-13T20:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0278,S0060,P022,2026-08-13T20:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0279,S0060,P022,2026-08-13T20:40:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0280,S0060,P022,2026-08-13T20:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0281,S0060,P022,2026-08-13T20:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0282,S0060,P022,2026-08-13T20:40:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0283,S0061,P018,2026-08-04T10:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0284,S0061,P018,2026-08-04T10:10:00+09:00,routine_builder_start,2,
